video_title,views,likes,comments,published_date,like_ratio,view_ratio,comment_ratio,month,year,day_of_month,week_of_year,quarter,is_weekend,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,channel_title_3blue1brown,channel_title_CodeWithHarry,channel_title_GoogleDevelopers,channel_title_JomaTech,channel_title_LukeBarousse,channel_title_TechWithTim,channel_title_TheCodingTrain,channel_title_TheNetNinja,channel_title_WelchLabs,channel_title_aiExplained,channel_title_codebasics,channel_title_coreyms,channel_title_freecodecamp,channel_title_krishnaik06,channel_title_mlstreettalk,channel_title_realpython,channel_title_sentdex,channel_title_simplilearn,channel_title_statquest,log_views,is_viral
[See Description] Leverage - Python for Finance with Quantopian and Zipline 18,8456,52,25,2015-08-07,0.006149479659413362,338.2399999986471,0.002956480605487193,8,2015,7,32,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.042749779782222,0
[See Description] Creating our Machine Learning Classifiers - Python for Finance 16,10204,54,18,2015-07-15,0.005292042336338639,566.8888888857396,0.0017640141121128797,7,2015,15,29,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.230633075243945,0
Matplotlib Tutorial 24 - multi y axis plotting volume on stock chart,46374,312,10,2015-07-12,0.006727907879415174,4637.399999953626,0.00021563807305817869,7,2015,12,28,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.744515799909736,0
Matplotlib Tutorial 30 - 3d scatter plot,31929,220,13,2015-07-12,0.006890287826114169,2456.0769230580304,0.00040715337154311,7,2015,12,28,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.371301285708828,0
Matplotlib Tutorial 5 - stack plots,119874,1304,74,2015-07-12,0.010878088659759404,1619.9189189167298,0.0006173148472562852,7,2015,12,28,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.69420481218574,1
Matplotlib Tutorial 15 - styles,38708,359,9,2015-07-12,0.009274568564637776,4300.888888841101,0.00023251007543660164,7,2015,12,28,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.563827410119956,0
Matplotlib Tutorial 16 - Live graphs,362351,3479,273,2015-07-12,0.009601187798570996,1327.2930402925542,0.0007534131270508427,7,2015,12,28,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12.800371394047517,1
[See Description] Understanding Hedgefund and other financial Objectives - Python for Finance 13,9397,99,7,2015-07-10,0.010535277216132696,1342.428571409394,0.0007449185910396856,7,2015,10,28,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.14825217966276,0
[See Description] Shorting based on Sentiment Analysis signals - Python for Finance 11,9316,78,37,2015-07-06,0.008372692142550361,251.78378378310327,0.003971661657363633,7,2015,6,28,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.139595967450425,0
[See Description] Programming for Finance with Python and Quantopian and Zipline Part 1,192579,2009,171,2015-06-26,0.010432082418124506,1126.1929824554818,0.0008879472839717722,6,2015,26,26,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12.168266930794275,1
Toolbar - PyQt with Python GUI  Programming tutorial 6,71255,540,41,2015-05-30,0.007578415549785969,1737.9268292640538,0.0005753982176689347,5,2015,30,22,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.174034305111705,0
Naive Bayes - Natural Language Processing With Python and NLTK p.13,109826,666,115,2015-05-14,0.006064137818003018,955.0086956513435,0.0010471108844900105,5,2015,14,20,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.60666167946806,1
Flask Tutorial Web Development with Python 23 - More CMS,12989,55,10,2015-04-06,0.004234352144121917,1298.899999987011,0.0007698822080221667,4,2015,6,15,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.471935109664646,0
Flask Tutorial Web Development with Python 22 - Content Management System,16346,103,17,2015-04-06,0.0063012357763366795,961.5294117590499,0.0010400097883274133,4,2015,6,15,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.701799673251209,0
Flask Tutorial Web Development with Python 14 - Connecting to database,40078,159,76,2015-03-30,0.003967263835520724,527.342105262464,0.0018963022106891513,3,2015,30,14,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.598607785347687,0
Kivy with Python tutorial Part 10 - Screen Manager,55951,372,49,2015-02-27,0.006648674733248723,1141.8571428548125,0.0008757662955085684,2,2015,27,9,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.932249459303158,0
Kivy with Python tutorial Part 12 - Adding better Navigation,46013,309,76,2015-02-27,0.006715493447503952,605.4342105255191,0.0016517071262469266,2,2015,27,9,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.736700976992914,0
Kivy with Python tutorial Part 3 - The Kivy .kv Language,76548,462,90,2015-02-20,0.006035428750587858,850.5333333323882,0.0011757328734911413,2,2015,20,8,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.245686337643221,0
Scikit Learn Machine Learning Tutorial for investing with Python p. 20,9557,65,14,2015-01-16,0.0068012974782880944,682.6428571379811,0.0014648948414774357,1,2015,16,3,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.165133779138104,0
Scikit Learn Machine Learning Tutorial for investing with Python p. 15,12559,66,27,2015-01-10,0.005255195477346881,465.1481481464254,0.0021498526952782693,1,2015,10,2,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.438272440022189,0
Scikit Learn Machine Learning Tutorial for investing with Python p. 14,18319,96,53,2015-01-08,0.0052404607238386094,345.6415094333101,0.0028931710246192324,1,2015,8,2,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.815748638228122,0
Adding other Exchanges p.3- Tkinter tutorial Python 3.4 part 22,6276,62,18,2014-12-07,0.009878903760356758,348.6666666647297,0.002868068833651962,12,2014,7,49,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.744647438317532,0
Adding a tutorial option - Tkinter tutorial Python 3.4 part 19,8180,89,9,2014-12-03,0.010880195599021873,908.8888888787901,0.0011002444987774926,12,2014,3,49,4,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.009569671513699,0
Adding Indicators cont'd - Tkinter tutorial Python 3.4 part 16,11304,91,13,2014-11-30,0.008050247699929158,869.5384615317728,0.0011500353857041654,11,2014,30,48,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.33300038471207,0
Customizing embedded graph - Tkinter GUI development series p. 10,39065,228,34,2014-11-17,0.005836426468705988,1148.9705882319147,0.000870344297964928,11,2014,17,47,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.573007802464916,0
Moving Cubes - OpenGL with PyOpenGL Python and PyGame - 4,33117,348,65,2014-11-15,0.010508198206359239,509.4923076915238,0.001962738170728019,11,2014,15,46,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.40783222020243,0
Game Development in Python 3 With PyGame - 17 - Pause function,43608,332,48,2014-10-15,0.007613281966611613,908.4999999981072,0.0011007154650522813,10,2014,15,42,4,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.683018830053381,0
Flask Web Development in Python - 2 - Your first Flask Web App,51864,276,89,2014-09-23,0.005321610365571485,582.7415730330531,0.0017160265309270365,9,2014,23,39,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.856399467865929,0
Game Development in Python 3 With PyGame - 1 - Intro,958032,8759,1115,2014-08-27,0.009142700870117072,859.2215246636,0.0011638442139719758,8,2014,27,35,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,13.772637503123814,1
Python 3 Programming Tutorial - Matplotlib plotting from a CSV,129369,822,58,2014-08-11,0.006353917862857403,2230.499999996154,0.00044832997085855156,8,2014,11,33,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.770431794911948,1
Python 3 Programming Tutorial - Matplotlib Styles,27085,218,30,2014-08-07,0.008048735462433051,902.833333330324,0.0011076241462063834,8,2014,7,32,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.206772268215317,0
Pandas with Python 2.7 Part 6 - Data visualization with Matplotlib,43409,215,28,2014-07-30,0.004952889953696226,1550.321428565892,0.0006450275288534621,7,2014,30,31,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.678445108293639,0
Jetson Tegra K1 Devkit - Setting up Desktop GUI (Ubuntu 14.04),23442,116,50,2014-06-10,0.004948383243750513,468.8399999990623,0.002132923811961428,6,2014,10,24,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.062327221849518,0
Python and Pandas for Sentiment Analysis and Investing 12,3303,17,3,2014-06-04,0.005146836209506353,1100.9999999633,0.0009082652134422977,6,2014,4,23,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.102889134640868,0
Raspberry pi with Python for Robotics 10 - Programming Distance Sensor HC-SR04,41231,197,46,2014-05-02,0.004777958332322755,896.3260869545732,0.001115665397395161,5,2014,2,18,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.626969932892147,0
Raspberry pi with Python for Robotics 3 - Connecting 4 motors,73508,238,8,2014-04-26,0.003237742830712299,9188.499999885144,0.0001088316917886487,4,2014,26,17,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.205163126684255,0
Monte Carlo Simulation and Python 1 - Intro,185997,918,48,2014-03-19,0.004935563476830269,3874.937499991927,0.0002580686785270729,3,2014,19,12,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12.133491199949356,1
Getting Node Rank tutorial - Supercomputing and Parallel Programming in Python and MPI 2,16236,71,12,2014-02-28,0.004372998275437273,1352.999999988725,0.0007390983000739053,2,2014,28,9,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.695047867587114,0
Getting MPI4py and MPI tutorial-  Supercomputing and Parallel Programming in Python and MPI 1,55242,308,17,2014-02-28,0.005575467941059328,3249.5294117455915,0.00030773686687665127,2,2014,28,9,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.919496914520698,0
